year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand,Car_Type,High_Performance,vehicle_id,model,image_url
2018,18495,Semi-Auto,26231,Diesel,145.0,64.2,2.0,BMW,Sedan,0,22978, 3 Series,/static/car_images/BMW_3_Series.jpg
2019,19990,Semi-Auto,9900,Diesel,145.0,37.7,2.0,Ford,SUV,0,11118, Kuga,/static/car_images/Ford_Kuga.jpg
2017,12999,Automatic,64106,Diesel,145.0,70.6,2.1,Mercedes-Benz,Other,0,54420, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2019,9237,Manual,3600,Petrol,145.0,65.7,1.0,Skoda,Other,0,57901, Citigo,/static/car_images/Skoda_Citigo.jpg
2018,11750,Manual,17007,Petrol,150.0,64.2,1.0,Volkswagen,Hatchback,0,90722, Polo,/static/car_images/Volkswagen_Polo.jpg
2017,11870,Automatic,18859,Petrol,150.0,43.5,1.4,Vauxhall-Opel,Other,0,78876, Mokka X,/static/car_images/default.jpg
2019,43890,Automatic,3000,Diesel,150.0,37.2,2.0,Mercedes-Benz,Other,0,54931, V Class,/static/car_images/Mercedes-Benz_V_Class.jpg
2016,9999,Manual,27712,Diesel,30.0,62.8,2.0,Vauxhall-Opel,Sedan,0,82356, Insignia,/static/car_images/default.jpg
2014,10950,Automatic,42000,Diesel,30.0,62.8,2.0,BMW,Sedan,0,27510, 3 Series,/static/car_images/BMW_3_Series.jpg
2019,17520,Manual,4835,Petrol,,,1.0,Ford,Hatchback,0,102880, Focus,/static/car_images/Ford_Focus.jpg
2019,27776,Semi-Auto,6389,Diesel,145.0,61.4,2.0,Mercedes-Benz,Sedan,0,47532, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,10750,Manual,10000,Petrol,200.0,42.2,1.6,Vauxhall-Opel,Other,0,77230, Mokka X,/static/car_images/default.jpg
2019,15680,Manual,11245,Petrol,145.0,44.1,1.2,Vauxhall-Opel,SUV,0,81019, Grandland X,/static/car_images/default.jpg
2019,27985,Semi-Auto,688,Diesel,145.0,47.9,2.0,Audi,Sedan,0,28580, A6,/static/car_images/Audi_A6.jpg
2017,6299,Manual,1650,Petrol,150.0,60.1,1.0,Hyundai,Other,0,43451, I10,/static/car_images/Hyundai_I10.jpg
2019,25843,Semi-Auto,7117,Diesel,145.0,60.1,2.0,BMW,Other,0,23541, X1,/static/car_images/BMW_X1.jpg
2010,2645,Manual,105000,Petrol,200.0,42.2,1.6,Ford,Hatchback,0,17372, Focus,/static/car_images/Ford_Focus.jpg
2014,6949,Manual,41076,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,14519, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,20300,Manual,14652,Diesel,150.0,52.3,2.0,Skoda,SUV,0,61101, Kodiaq,/static/car_images/Skoda_Kodiaq.jpg
2017,19498,Manual,20134,Diesel,145.0,67.3,1.6,Audi,Hatchback,0,30839, A3,/static/car_images/Audi_A3.jpg
2016,15877,Manual,13400,Petrol,,,2.0,Ford,Hatchback,0,104305, Focus,/static/car_images/Ford_Focus.jpg
2019,34370,Automatic,123,Diesel,145.0,50.4,2.0,BMW,Sedan,0,19376, 3 Series,/static/car_images/BMW_3_Series.jpg
2015,10000,Automatic,70920,Diesel,145.0,54.3,2.0,Volkswagen,Other,0,97992, CC,/static/car_images/Volkswagen_CC.jpg
2017,31995,Semi-Auto,26869,Diesel,145.0,41.5,3.0,Mercedes-Benz,Sedan,0,45462, E Class,/static/car_images/Mercedes-Benz_E_Class.jpg
2019,9750,Manual,2852,Petrol,145.0,54.3,1.0,Volkswagen,Other,0,95456, Up,/static/car_images/Volkswagen_Up.jpg
2019,14995,Manual,6093,Petrol,,,1.0,Ford,Hatchback,0,104449, Focus,/static/car_images/Ford_Focus.jpg
2016,8995,Manual,70529,Diesel,30.0,62.8,1.6,Vauxhall-Opel,Other,0,80088, Zafira,/static/car_images/default.jpg
2015,21498,Semi-Auto,43339,Diesel,200.0,39.2,2.1,Mercedes-Benz,Other,0,43792, M Class,/static/car_images/Mercedes-Benz_M_Class.jpg
2015,20498,Semi-Auto,33087,Diesel,165.0,51.4,3.0,Mercedes-Benz,Other,0,47065, CLS Class,/static/car_images/Mercedes-Benz_CLS_Class.jpg
2018,27750,Automatic,24460,Diesel,145.0,60.1,3.0,BMW,Sedan,0,19711, 5 Series,/static/car_images/BMW_5_Series.jpg
2017,21456,Automatic,13503,Diesel,145.0,65.7,2.0,Mercedes-Benz,Sedan,0,47810, E Class,/static/car_images/Mercedes-Benz_E_Class.jpg
2015,7391,Manual,61645,Petrol,200.0,43.5,1.6,Vauxhall-Opel,Other,0,76710, Mokka,/static/car_images/default.jpg
2016,32890,Automatic,23485,Petrol,300.0,34.0,3.0,Mercedes-Benz,Sedan,0,55893, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,16635,Automatic,9675,Petrol,,,1.0,Ford,Hatchback,0,106863, Focus,/static/car_images/Ford_Focus.jpg
2018,34999,Semi-Auto,39203,Diesel,145.0,52.3,3.0,Mercedes-Benz,Other,0,49478, S Class,/static/car_images/Mercedes-Benz_S_Class.jpg
2020,25890,Manual,1182,Diesel,145.0,53.3,2.0,BMW,Other,0,20801, 1 Series,/static/car_images/BMW_1_Series.jpg
2019,21500,Manual,5000,Petrol,145.0,40.9,1.0,Volkswagen,Other,0,97141, Touran,/static/car_images/Volkswagen_Touran.jpg
2019,28490,Semi-Auto,14481,Petrol,145.0,31.7,2.0,Audi,Other,0,29740, Q3,/static/car_images/Audi_Q3.jpg
2020,32980,Semi-Auto,1500,Diesel,145.0,61.4,2.0,BMW,Other,0,21782, X2,/static/car_images/BMW_X2.jpg
2018,18000,Automatic,23611,Diesel,150.0,64.2,0.0,BMW,Sedan,0,26329, 3 Series,/static/car_images/BMW_3_Series.jpg
2016,7500,Manual,86400,Diesel,30.0,62.8,2.0,Vauxhall-Opel,Sedan,0,82213, Insignia,/static/car_images/default.jpg
2019,19950,Manual,1103,Petrol,145.0,50.4,1.5,Ford,Hatchback,0,5464, Focus,/static/car_images/Ford_Focus.jpg
2017,10998,Manual,12502,Petrol,145.0,47.1,1.4,Vauxhall-Opel,Other,0,76857, Mokka X,/static/car_images/default.jpg
2019,14790,Automatic,4804,Other,135.0,76.3,1.5,Toyota,Hatchback,0,65343, Yaris,/static/car_images/Toyota_Yaris.jpg
2016,21299,Semi-Auto,26298,Petrol,235.0,38.2,2.0,Volkswagen,SUV,0,93428, Tiguan,/static/car_images/Volkswagen_Tiguan.jpg
2019,18990,Manual,2000,Petrol,145.0,48.7,1.0,Audi,Hatchback,0,33344, A1,/static/car_images/Audi_A1.jpg
2017,7990,Manual,47165,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,6266, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,23490,Semi-Auto,19077,Petrol,145.0,38.2,2.0,Volkswagen,SUV,0,93077, Tiguan,/static/car_images/Volkswagen_Tiguan.jpg
2018,14980,Manual,6124,Petrol,145.0,44.8,1.6,Hyundai,SUV,0,42486, Tucson,/static/car_images/Hyundai_Tucson.jpg
2019,15000,Manual,5842,Diesel,145.0,80.7,1.5,Ford,Hatchback,0,8810, Focus,/static/car_images/Ford_Focus.jpg
2017,20795,Automatic,28128,Hybrid,20.0,57.6,2.5,Toyota,SUV,0,63157, RAV4,/static/car_images/Toyota_RAV4.jpg
2019,26500,Automatic,6995,Diesel,145.0,57.7,2.0,Mercedes-Benz,Sedan,0,56038, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2016,7949,Manual,82271,Diesel,20.0,72.4,1.6,Vauxhall-Opel,Sedan,0,82344, Insignia,/static/car_images/default.jpg
2017,12500,Manual,33820,Diesel,145.0,74.3,1.5,Ford,Hatchback,0,9392, Focus,/static/car_images/Ford_Focus.jpg
2020,10500,Manual,100,Petrol,145.0,54.3,1.0,Volkswagen,Other,0,95709, Up,/static/car_images/Volkswagen_Up.jpg
2019,44500,Automatic,8489,Diesel,145.0,36.7,3.0,Mercedes-Benz,Other,0,45713, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2016,12600,Manual,51752,Diesel,30.0,62.8,2.1,Mercedes-Benz,Other,0,55678, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2017,29495,Manual,13988,Diesel,145.0,64.2,1.5,Ford,SUV,0,8356, Kuga,/static/car_images/Ford_Kuga.jpg
2017,14797,Semi-Auto,19527,Diesel,145.0,72.4,1.6,Volkswagen,Hatchback,0,85913, Golf,/static/car_images/Volkswagen_Golf.jpg
2016,8299,Manual,13788,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,15951, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,23990,Automatic,11387,Diesel,145.0,61.4,2.0,Mercedes-Benz,Sedan,0,47437, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,19450,Automatic,1000,Petrol,145.0,46.3,1.0,Volkswagen,Hatchback,0,90213, Polo,/static/car_images/Volkswagen_Polo.jpg
2019,27599,Semi-Auto,5407,Diesel,145.0,39.2,2.0,Volkswagen,Other,0,97810, Tiguan Allspace,/static/car_images/Volkswagen_Tiguan_Allspace.jpg
2019,20979,Automatic,2345,Diesel,145.0,62.8,1.6,Skoda,SUV,0,60798, Karoq,/static/car_images/Skoda_Karoq.jpg
2019,31490,Semi-Auto,8392,Petrol,145.0,32.8,2.0,Volkswagen,Hatchback,0,86093, Golf,/static/car_images/Volkswagen_Golf.jpg
2015,10995,Manual,60510,Petrol,30.0,58.9,1.4,Volkswagen,Hatchback,0,83808, Golf,/static/car_images/Volkswagen_Golf.jpg
2018,12790,Manual,7973,Petrol,145.0,51.4,1.4,Vauxhall-Opel,Hatchback,0,73780, Astra,/static/car_images/default.jpg
2017,9900,Manual,1000,Petrol,145.0,68.9,1.0,Toyota,Other,0,67463, Aygo,/static/car_images/Toyota_Aygo.jpg
2016,13432,Automatic,8561,Hybrid,0.0,86.0,1.5,Toyota,Hatchback,0,64964, Yaris,/static/car_images/Toyota_Yaris.jpg
2019,35215,Semi-Auto,4169,Petrol,145.0,30.4,2.0,BMW,Other,0,24212, X3,/static/car_images/BMW_X3.jpg
2017,20836,Automatic,20742,Hybrid,,,2.1,Mercedes-Benz,Sedan,0,98740, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2016,9350,Manual,22343,Petrol,125.0,51.4,1.2,Skoda,Other,0,57129, Yeti Outdoor,/static/car_images/Skoda_Yeti_Outdoor.jpg
2014,13350,Automatic,60850,Diesel,160.0,50.4,2.0,BMW,Other,0,21950, X3,/static/car_images/BMW_X3.jpg
2014,12499,Manual,46274,Diesel,20.0,70.6,1.5,Mercedes-Benz,Other,0,50122, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2018,19695,Manual,19886,Petrol,150.0,50.4,1.4,Audi,Other,0,34109, Q2,/static/car_images/Audi_Q2.jpg
2018,36990,Semi-Auto,16000,Diesel,145.0,39.2,3.0,Mercedes-Benz,Other,0,48976, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2016,10699,Manual,9027,Petrol,,,1.0,Ford,Hatchback,0,102777, Focus,/static/car_images/Ford_Focus.jpg
2011,3888,Automatic,99982,Diesel,205.0,47.1,2.0,Vauxhall-Opel,Sedan,0,82338, Insignia,/static/car_images/default.jpg
2019,16950,Manual,12036,Petrol,145.0,49.6,1.0,Volkswagen,Hatchback,0,88211, Golf,/static/car_images/Volkswagen_Golf.jpg
2016,17500,Automatic,24299,Petrol,235.0,37.7,3.0,BMW,Other,0,25709, 1 Series,/static/car_images/BMW_1_Series.jpg
2017,12998,Semi-Auto,18166,Petrol,125.0,51.4,1.2,Skoda,Other,0,56619, Yeti Outdoor,/static/car_images/Skoda_Yeti_Outdoor.jpg
2016,15495,Semi-Auto,52500,Hybrid,0.0,176.6,1.4,Audi,Hatchback,0,38721, A3,/static/car_images/Audi_A3.jpg
2017,12570,Automatic,26758,Hybrid,140.0,76.3,1.5,Toyota,Hatchback,0,63587, Yaris,/static/car_images/Toyota_Yaris.jpg
2014,6691,Manual,33391,Petrol,30.0,54.3,1.2,Ford,Hatchback,0,1116, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,11990,Manual,8500,Petrol,150.0,48.7,1.0,Volkswagen,Hatchback,0,92672, Polo,/static/car_images/Volkswagen_Polo.jpg
2019,19980,Semi-Auto,14307,Petrol,145.0,46.3,1.5,Mercedes-Benz,Sedan,0,46680, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2014,18750,Automatic,23000,Hybrid,0.0,68.9,1.8,Toyota,Other,0,68779, Prius,/static/car_images/Toyota_Prius.jpg
2016,11699,Manual,17841,Diesel,30.0,61.7,1.7,Hyundai,SUV,0,43079, Tucson,/static/car_images/Hyundai_Tucson.jpg
2019,10630,Manual,3257,Petrol,145.0,47.9,1.2,Ford,Other,0,5884, Ka+,/static/car_images/Ford_Ka+.jpg
2018,15999,Manual,4443,Petrol,145.0,48.7,1.5,Ford,Sedan,0,14736, Mondeo,/static/car_images/Ford_Mondeo.jpg
2017,12695,Automatic,25000,Petrol,125.0,51.4,1.2,Skoda,Other,0,62089, Yeti,/static/car_images/Skoda_Yeti.jpg
2014,19995,Automatic,66000,Diesel,300.0,38.2,3.0,Audi,SUV,0,35888, Q7,/static/car_images/Audi_Q7.jpg
2016,10995,Manual,28000,Diesel,20.0,72.4,1.6,Vauxhall-Opel,Hatchback,0,74396, Astra,/static/car_images/default.jpg
2017,11998,Manual,29396,Diesel,30.0,64.2,1.5,Ford,Other,0,4306, Grand C-MAX,/static/car_images/Ford_Grand_C-MAX.jpg
2020,20995,Manual,5102,Diesel,145.0,57.7,1.6,Volkswagen,Hatchback,0,84678, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,9000,Manual,27333,Petrol,145.0,55.4,1.4,Vauxhall-Opel,Hatchback,0,71056, Corsa,/static/car_images/default.jpg
2019,33990,Semi-Auto,9598,Diesel,150.0,47.9,3.0,BMW,Sedan,0,23445, 3 Series,/static/car_images/BMW_3_Series.jpg
2009,13190,Automatic,68000,Diesel,325.0,34.0,3.0,BMW,SUV,0,27311, X5,/static/car_images/BMW_X5.jpg
2016,29995,Semi-Auto,64291,Petrol,,,4.0,Mercedes-Benz,Sedan,0,98056, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,15190,Automatic,20005,Hybrid,140.0,78.5,1.6,Hyundai,Other,0,41377, Ioniq,/static/car_images/Hyundai_Ioniq.jpg
2019,34799,Automatic,5000,Diesel,145.0,45.6,2.0,Mercedes-Benz,Sedan,0,47222, E Class,/static/car_images/Mercedes-Benz_E_Class.jpg
2017,10500,Manual,22742,Diesel,20.0,68.9,1.5,Ford,Other,0,9543, C-MAX,/static/car_images/Ford_C-MAX.jpg
2016,35990,Automatic,17569,Diesel,300.0,39.2,3.0,Mercedes-Benz,Other,0,49575, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2013,17481,Semi-Auto,58457,Diesel,200.0,44.8,2.1,Mercedes-Benz,Other,0,45912, M Class,/static/car_images/Mercedes-Benz_M_Class.jpg
2014,7998,Manual,69211,Diesel,150.0,53.3,2.0,Ford,SUV,0,2403, Kuga,/static/car_images/Ford_Kuga.jpg
2013,6729,Manual,71098,Diesel,,,1.6,Ford,Hatchback,0,106311, Focus,/static/car_images/Ford_Focus.jpg
2019,25970,Semi-Auto,1501,Diesel,145.0,52.3,2.0,BMW,Sedan,0,22002, 3 Series,/static/car_images/BMW_3_Series.jpg
2016,8798,Manual,43101,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,1370, Focus,/static/car_images/Ford_Focus.jpg
2018,11490,Manual,14991,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,3915, Focus,/static/car_images/Ford_Focus.jpg
2012,13900,Automatic,52000,Petrol,205.0,43.5,2.0,BMW,Sedan,0,26087, 3 Series,/static/car_images/BMW_3_Series.jpg
2017,16489,Manual,12000,Diesel,125.0,56.5,2.0,Ford,Other,0,13260, Galaxy,/static/car_images/Ford_Galaxy.jpg
2018,15500,Manual,4287,Petrol,145.0,53.3,1.0,Ford,SUV,0,9451, EcoSport,/static/car_images/Ford_EcoSport.jpg
2015,8250,Manual,20085,Petrol,20.0,60.1,1.0,Volkswagen,Hatchback,0,91063, Polo,/static/car_images/Volkswagen_Polo.jpg
2016,9300,Manual,4520,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,2339, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,30991,Automatic,14286,Diesel,200.0,47.1,3.0,BMW,SUV,0,20356, X5,/static/car_images/BMW_X5.jpg
2019,25995,Semi-Auto,4626,Petrol,150.0,37.7,2.0,Volkswagen,Hatchback,0,84903, Golf,/static/car_images/Volkswagen_Golf.jpg
2011,7490,Manual,78000,Diesel,125.0,60.1,2.0,BMW,Sedan,0,25359, 3 Series,/static/car_images/BMW_3_Series.jpg
2019,11990,Manual,4416,Petrol,145.0,47.9,1.5,Toyota,Hatchback,0,65251, Yaris,/static/car_images/Toyota_Yaris.jpg
2019,25450,Semi-Auto,4750,Diesel,145.0,45.6,2.0,Audi,Sedan,0,34982, A4,/static/car_images/Audi_A4.jpg
2019,23480,Automatic,10,Diesel,145.0,55.4,2.0,Mercedes-Benz,Other,0,45268, B Class,/static/car_images/Mercedes-Benz_B_Class.jpg
2019,18795,Manual,11973,Petrol,145.0,44.1,1.2,Vauxhall-Opel,SUV,0,80990, Grandland X,/static/car_images/default.jpg
2018,19097,Semi-Auto,7844,Petrol,145.0,53.3,1.3,Mercedes-Benz,Other,0,44815, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2017,16991,Semi-Auto,16643,Diesel,150.0,54.3,2.0,Ford,SUV,0,10308, Kuga,/static/car_images/Ford_Kuga.jpg
2017,16595,Automatic,29814,Diesel,20.0,65.7,2.1,Mercedes-Benz,Sedan,0,44479, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,14790,Manual,2525,Diesel,145.0,68.9,1.6,Skoda,Sedan,0,62198, Octavia,/static/car_images/Skoda_Octavia.jpg
2017,14089,Manual,18977,Petrol,145.0,52.3,1.6,Mercedes-Benz,Other,0,54723, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2019,48940,Semi-Auto,12,Petrol,145.0,32.5,3.0,BMW,Performance,1,20149, M4,/static/car_images/BMW_M4.jpg
2016,5991,Manual,11558,Petrol,20.0,62.8,1.0,Vauxhall-Opel,Other,0,75646, Viva,/static/car_images/default.jpg
2019,10995,Manual,8,Petrol,145.0,44.8,1.2,Vauxhall-Opel,Other,0,80823, Adam,/static/car_images/default.jpg
2019,22498,Automatic,21566,Hybrid,135.0,74.3,1.8,Toyota,Other,0,68202, C-HR,/static/car_images/Toyota_C-HR.jpg
2015,6597,Manual,44850,Petrol,145.0,49.6,1.2,Skoda,Other,0,61500, Roomster,/static/car_images/Skoda_Roomster.jpg
2018,19998,Semi-Auto,11468,Petrol,,,2.0,Mercedes-Benz,Sedan,0,99042, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2013,14899,Automatic,75775,Diesel,200.0,47.9,3.0,Audi,Other,0,36179, A7,/static/car_images/Audi_A7.jpg
2019,34790,Semi-Auto,5298,Diesel,145.0,57.7,2.0,Mercedes-Benz,Sedan,0,44768, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2014,7499,Manual,20798,Petrol,30.0,56.5,1.0,Ford,Hatchback,0,14238, Focus,/static/car_images/Ford_Focus.jpg
2014,14695,Automatic,56000,Diesel,145.0,53.3,3.0,BMW,Sedan,0,26846, 5 Series,/static/car_images/BMW_5_Series.jpg
2018,39000,Automatic,13841,Petrol,145.0,34.0,3.0,Audi,SUV,0,38444, Q5,/static/car_images/Audi_Q5.jpg
2019,32990,Automatic,8045,Petrol,145.0,32.5,2.0,Volkswagen,Other,0,83263, T-Roc,/static/car_images/Volkswagen_T-Roc.jpg
2005,2495,Automatic,87908,Petrol,265.0,36.7,1.6,Ford,Hatchback,0,17760, Focus,/static/car_images/Ford_Focus.jpg
2018,10995,Manual,5407,Petrol,145.0,60.1,1.0,Volkswagen,Hatchback,0,90212, Polo,/static/car_images/Volkswagen_Polo.jpg
2018,18502,Manual,12800,Diesel,145.0,68.9,2.0,BMW,Other,0,19260, X1,/static/car_images/BMW_X1.jpg
2017,19231,Automatic,23174,Diesel,145.0,68.9,2.1,Mercedes-Benz,Other,0,44873, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2018,23980,Semi-Auto,10812,Petrol,150.0,32.5,3.0,BMW,Other,0,21599, 1 Series,/static/car_images/BMW_1_Series.jpg
2015,6499,Manual,71500,Petrol,,,1.0,Ford,Hatchback,0,105945, Focus,/static/car_images/Ford_Focus.jpg
2017,10399,Manual,17833,Petrol,20.0,60.1,1.2,Volkswagen,Hatchback,0,90472, Polo,/static/car_images/Volkswagen_Polo.jpg
2019,22390,Automatic,2611,Diesel,145.0,52.3,2.0,Volkswagen,Hatchback,0,87887, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,31317,Semi-Auto,9511,Petrol,145.0,23.5,5.0,Ford,Performance,0,3469, Mustang,/static/car_images/Ford_Mustang.jpg
2019,22188,Manual,24,Diesel,150.0,62.8,1.5,Vauxhall-Opel,Other,0,79484, Crossland X,/static/car_images/default.jpg
2018,23199,Semi-Auto,8762,Petrol,145.0,53.3,1.3,Mercedes-Benz,Other,0,50662, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2019,26289,Automatic,650,Petrol,145.0,46.3,1.5,Mercedes-Benz,Sedan,0,51400, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2018,13698,Manual,22234,Petrol,145.0,47.1,1.5,Vauxhall-Opel,Sedan,0,81703, Insignia,/static/car_images/default.jpg
2017,9998,Manual,13861,Petrol,,,1.0,Ford,Hatchback,0,102190, Focus,/static/car_images/Ford_Focus.jpg
2015,8326,Manual,25604,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,876, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,8490,Manual,7050,Petrol,145.0,56.5,1.0,Toyota,Other,0,66402, Aygo,/static/car_images/Toyota_Aygo.jpg
2015,13892,Semi-Auto,30484,Diesel,125.0,56.5,2.0,Volkswagen,Other,0,97950, CC,/static/car_images/Volkswagen_CC.jpg
2018,7500,Manual,6836,Petrol,145.0,55.4,1.4,Vauxhall-Opel,Hatchback,0,70299, Corsa,/static/car_images/default.jpg
2017,17250,Manual,41293,Diesel,20.0,65.7,2.0,Audi,Hatchback,0,34706, A3,/static/car_images/Audi_A3.jpg
2016,19300,Automatic,50043,Diesel,125.0,56.5,2.1,Mercedes-Benz,Other,0,55376, GLC Class,/static/car_images/Mercedes-Benz_GLC_Class.jpg
2017,16298,Manual,25623,Diesel,125.0,60.1,2.0,Ford,SUV,0,1256, Kuga,/static/car_images/Ford_Kuga.jpg
2017,10498,Manual,7712,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,5178, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,28498,Automatic,34236,Diesel,145.0,42.8,3.0,Mercedes-Benz,Other,0,53321, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2017,10495,Manual,31697,Petrol,145.0,60.1,1.2,Volkswagen,Hatchback,0,90720, Polo,/static/car_images/Volkswagen_Polo.jpg
2017,9000,Manual,15055,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,12503, Fiesta,/static/car_images/Ford_Fiesta.jpg
2013,2990,Manual,100000,Diesel,30.0,62.8,1.7,Vauxhall-Opel,Hatchback,0,75484, Astra,/static/car_images/default.jpg
2017,7698,Manual,39629,Petrol,145.0,55.4,1.4,Vauxhall-Opel,Hatchback,0,70652, Corsa,/static/car_images/default.jpg
2019,23289,Semi-Auto,15458,Diesel,,,2.0,Mercedes-Benz,Sedan,0,100369, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,22500,Automatic,11000,Diesel,150.0,60.1,2.0,BMW,Other,0,28323, X1,/static/car_images/BMW_X1.jpg
2019,18698,Semi-Auto,12303,Petrol,145.0,41.5,1.5,Volkswagen,Sedan,0,88639, Passat,/static/car_images/Volkswagen_Passat.jpg
2016,16690,Semi-Auto,14314,Diesel,30.0,65.7,1.6,Mercedes-Benz,Sedan,0,48209, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2020,13990,Manual,3560,Petrol,145.0,52.3,1.0,Skoda,Hatchback,0,60685, Fabia,/static/car_images/Skoda_Fabia.jpg
2017,9998,Manual,25850,Petrol,20.0,62.8,1.0,Ford,Hatchback,0,3357, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,12200,Manual,22350,Petrol,145.0,62.8,1.0,Ford,Hatchback,0,13069, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,14975,Semi-Auto,17000,Diesel,145.0,74.3,1.5,Mercedes-Benz,Other,0,54783, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2017,11491,Semi-Auto,44525,Diesel,145.0,67.3,1.5,Ford,Hatchback,0,12601, Focus,/static/car_images/Ford_Focus.jpg
2017,15499,Semi-Auto,22040,Diesel,20.0,65.7,2.1,Mercedes-Benz,Sedan,0,52580, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,20550,Automatic,35914,Hybrid,0.0,74.3,1.8,Toyota,Other,0,68635, C-HR,/static/car_images/Toyota_C-HR.jpg
2019,18850,Manual,9478,Petrol,150.0,47.9,1.0,Audi,Other,0,35217, Q2,/static/car_images/Audi_Q2.jpg
2016,8600,Manual,35970,Diesel,0.0,78.5,1.6,Vauxhall-Opel,Hatchback,0,74204, Astra,/static/car_images/default.jpg
2019,31199,Automatic,3435,Diesel,145.0,57.7,2.0,Mercedes-Benz,Sedan,0,51373, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,19980,Semi-Auto,13924,Petrol,,,1.5,Mercedes-Benz,Sedan,0,99624, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2013,7799,Manual,56123,Diesel,0.0,74.3,1.6,Audi,Hatchback,0,37217, A1,/static/car_images/Audi_A1.jpg
2016,13450,Semi-Auto,52722,Diesel,30.0,62.8,2.0,Skoda,Sedan,0,58885, Superb,/static/car_images/Skoda_Superb.jpg
2019,15480,Manual,10933,Petrol,145.0,49.6,1.0,Volkswagen,Hatchback,0,88311, Golf,/static/car_images/Volkswagen_Golf.jpg
2015,13959,Manual,28051,Petrol,145.0,49.6,1.6,Mercedes-Benz,Other,0,54461, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2019,30000,Automatic,50,Petrol,145.0,47.1,2.0,Volkswagen,Sedan,0,96978, Arteon,/static/car_images/Volkswagen_Arteon.jpg
2017,7495,Manual,51915,Petrol,150.0,55.4,1.4,Vauxhall-Opel,Hatchback,0,71568, Corsa,/static/car_images/default.jpg
2016,14500,Manual,27209,Petrol,30.0,56.5,1.2,Audi,Hatchback,0,34479, A3,/static/car_images/Audi_A3.jpg
2018,19700,Manual,8022,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,1137, Focus,/static/car_images/Ford_Focus.jpg
2018,36900,Semi-Auto,19250,Diesel,150.0,47.9,3.0,Audi,SUV,0,35072, Q7,/static/car_images/Audi_Q7.jpg
2015,18170,Semi-Auto,16317,Diesel,20.0,62.8,2.1,Mercedes-Benz,Other,0,46812, CL Class,/static/car_images/Mercedes-Benz_CL_Class.jpg
2019,28195,Semi-Auto,6965,Petrol,145.0,32.1,1.5,Skoda,SUV,0,62410, Kodiaq,/static/car_images/Skoda_Kodiaq.jpg
2018,20175,Manual,16217,Petrol,145.0,51.4,1.4,Audi,Sedan,0,34796, A4,/static/car_images/Audi_A4.jpg
